"pm10","pm2.5"
0.741937344729377,1.82454929205105
1.1314021114911,1.33500106673234
2.77881927199042,2.11625551480255
2.57261223020711,2.4423470353692
2.09186406167839,2.23001440015921
1.41098697371026,1.56861591791385
0.0953101798043249,1.48965295163446
0.741937344729377,0.336472236621213
1.80828877117927,1.30833281965018
1.80828877117927,1.64865862558738
1.1314021114911,1.09861228866811
1.1314021114911,0.470003629245736
1.1314021114911,0.741937344729377
0.0953101798043249,0.262364264467491
0.741937344729377,-0.105360515657826
1.1314021114911,-0.105360515657826
1.80828877117927,1.43508452528932
2.09186406167839,1.77495235091167
2.40694510831829,1.96009478404727
2.40694510831829,2.23001440015921
2.64617479738412,1.85629799036563
2.4932054526027,2.02814824729229
2.77881927199042,2.06686275947298
1.96009478404727,1.77495235091167
1.80828877117927,1.02961941718116
2.2082744135228,0.741937344729377
2.64617479738412,1.09861228866811
2.09186406167839,0.641853886172395
1.80828877117927,0.660251440003105
2.09186406167839,-1.6094379124341
2.09186406167839,1.38629436111989
2.09186406167839,1.50407739677627
2.09186406167839,0.832909122935104
2.2082744135228,0.832909122935104
2.31253542384721,1.30833281965018
2.4932054526027,1.02961941718116
2.2082744135228,0.53062825106217
2.57261223020711,0.8754687373539
2.31253542384721,0.955511445027436
1.80828877117927,1.45861502269952
1.41098697371026,1.02961941718116
1.80828877117927,0.641853886172395
1.80828877117927,1.50407739677627
2.31253542384721,1.7404661748405
2.31253542384721,1.82454929205105
2.31253542384721,2.30258509299405
2.09186406167839,2.00148000021012
2.89591193827178,1.97408102602201
1.96009478404727,1.70474809223843
2.2082744135228,1.68639895357023
1.80828877117927,1.50407739677627
1.1314021114911,1.28093384546206
0.741937344729377,1.7404661748405
1.62924053973028,1.6094379124341
2.09186406167839,0.8754687373539
2.09186406167839,0.641853886172395
2.71469474382088,1.79175946922805
1.96009478404727,1.70474809223843
2.2082744135228,1.6094379124341
1.96009478404727,1.38629436111989
1.41098697371026,0.8754687373539
1.41098697371026,0.640933386831597
1.80828877117927,-1.6094379124341
1.41098697371026,0.0953101798043249
1.1314021114911,0.641853886172395
1.80828877117927,0.182321556793955
1.62924053973028,1.04870432498448
1.1314021114911,1.50407739677627
0.741937344729377,1.56861591791385
1.41098697371026,1.06471073699243
1.80828877117927,1.19392246847243
2.2082744135228,1.1314021114911
1.96009478404727,0.8754687373539
1.62924053973028,1.33500106673234
0.741937344729377,1.1314021114911
-2.30258509299405,0.8754687373539
1.1314021114911,1.28093384546206
0.741937344729377,1.19392246847243
0.0953101798043249,1.1314021114911
1.62924053973028,0.53062825106217
1.62924053973028,0.397514235026905
1.80828877117927,-0.916290731874155
1.62924053973028,0.336472236621213
1.80828877117927,0.0953101798043249
1.80828877117927,0.0868422361641513
2.09186406167839,-0.105360515657826
2.09186406167839,0.470003629245736
1.62924053973028,-1.6094379124341
2.09186406167839,0.279151804130405
1.80828877117927,0.741937344729377
1.1314021114911,0.0953101798043249
2.09186406167839,1.16315080980568
1.62924053973028,1.25276296849537
0.0953101798043249,0.8754687373539
0.523868237893585,0.8754687373539
0.306685216769897,-0.105360515657826
-2.30258509299405,-0.356674943938732
1.41098697371026,-0.510825623765991
1.1314021114911,0.0953101798043249
0.0953101798043249,1.09861228866811
-2.30258509299405,0.641853886172395
-0.704067964646023,0.297826481572635
-2.30258509299405,-2.30258509299405
0.741937344729377,0.587786664902119
0.741937344729377,0.470003629245736
0.741937344729377,-0.916290731874155
0.741937344729377,0.262364264467491
1.62924053973028,0.586199415300966
0.0953101798043249,0.798605809554476
0.717104760262438,0.973704673927116
0.0953101798043249,1.43508452528932
1.96009478404727,0.470003629245736
1.1314021114911,0.825987412614986
0.0953101798043249,0.832909122935104
1.41098697371026,0.832909122935104
1.41098697371026,0.641853886172395
1.62924053973028,1.02961941718116
1.80828877117927,-0.916290731874155
1.80828877117927,0.16588383188397
1.80828877117927,-0.916290731874155
1.41098697371026,0.470003629245736
1.1314021114911,1.38629436111989
1.62924053973028,1.33500106673234
1.80828877117927,1.19392246847243
1.62924053973028,1.6094379124341
1.80828877117927,1.28093384546206
1.96009478404727,2.06686275947298
2.4932054526027,1.97408102602201
2.4932054526027,1.87180217690159
3.04927304048202,1.6094379124341
3.40452517175483,1.28093384546206
3.80888224650863,1.79175946922805
4.04480411666196,1.85629799036563
4.02713581252865,1.50407739677627
3.91402100809082,1.33500106673234
3.95316494875932,1.50407739677627
4.00914971615887,1.64865862558738
3.91402100809082,1.82454929205105
3.91402100809082,1.90210752639692
4.02713581252865,2.23001440015921
3.99083418585244,1.93152141160321
3.85227300102237,2.45958884180371
4.11251186617755,2.87919845729804
4.00914971615887,2.46809953147162
3.8308129500026,2.23001440015921
3.69137633431252,2.43361335540045
3.64021428213266,2.15176220325946
3.40452517175483,1.97408102602201
3.37073817417745,2.00148000021012
2.57261223020711,1.7404661748405
1.96009478404727,1.30833281965018
2.4932054526027,1.25276296849537
2.09186406167839,1.33500106673234
1.80828877117927,1.25276296849537
1.41098697371026,1.33500106673234
0.741937344729377,1.50407739677627
0.0953101798043249,1.02961941718116
0.741937344729377,-0.105360515657826
1.80828877117927,0.336472236621213
2.71469474382088,1.48160454092422
2.57261223020711,1.85629799036563
2.40694510831829,1.79175946922805
1.96009478404727,1.02961941718116
1.96009478404727,-0.510825623765991
2.31253542384721,1.25276296849537
2.77881927199042,1.98787434815435
3.04927304048202,2.69462718077007
3.13983261752775,2.77881927199042
3.37073817417745,3.41772668361337
2.57261223020711,2.15176220325946
2.57261223020711,2.26176309847379
2.40694510831829,2.26176309847379
2.64617479738412,2.2082744135228
2.71469474382088,2.71469474382088
2.57261223020711,2.60268968544438
3.13983261752775,2.58021682959233
3.04927304048202,2.92316158071916
2.83907846350861,2.60268968544438
2.09186406167839,2.24070968927596
1.96009478404727,2.2082744135228
2.4932054526027,2.33214389523559
1.96009478404727,2.12823170584927
2.64617479738412,2.15176220325946
2.77881927199042,2.33214389523559
2.09186406167839,2.06686275947298
2.40694510831829,1.82454929205105
2.57261223020711,2.15176220325946
3.29953372788566,2.2082744135228
3.3357695763397,2.69462718077007
3.09557760852371,2.59525470695687
3.04927304048202,2.77881927199042
2.77881927199042,2.67414864942653
2.31253542384721,2.16332302566054
2.31253542384721,1.28093384546206
1.80828877117927,1.02961941718116
0.741937344729377,0.8754687373539
0.741937344729377,0.182321556793955
0.741937344729377,0.470003629245736
0.741937344729377,0.470003629245736
0.741937344729377,0.475246369015954
-2.30258509299405,0.262364264467491
1.41098697371026,0.741937344729377
0.741937344729377,0.587786664902119
0.0953101798043249,1.02961941718116
0.741937344729377,-0.105360515657826
-2.30258509299405,0.470003629245736
-2.30258509299405,0.916290731874155
1.62924053973028,0.470003629245736
1.62924053973028,-2.30258509299405
2.09186406167839,0.336472236621213
2.09186406167839,0.0953101798043249
1.80828877117927,0.64817196724331
1.62924053973028,0.832909122935104
1.96009478404727,1.1314021114911
1.96009478404727,1.6094379124341
1.41098697371026,0.78845736036427
2.2082744135228,-0.105360515657826
1.62924053973028,1.16315080980568
1.41098697371026,0.8754687373539
1.62924053973028,-1.6094379124341
1.62924053973028,0.470003629245736
0.741937344729377,1.50407739677627
1.62924053973028,1.33500106673234
1.80828877117927,0.955511445027436
1.62924053973028,0.955511445027436
1.41098697371026,0.741937344729377
1.1314021114911,0.182321556793955
0.741937344729377,0.273415107108503
1.41098697371026,-0.105360515657826
1.1314021114911,-0.105360515657826
0.741937344729377,0.385992776493941
1.96009478404727,0.587786664902119
1.96009478404727,0.832909122935104
1.80828877117927,0.336472236621213
1.1314021114911,1.38629436111989
-2.30258509299405,1.06471073699243
-2.30258509299405,0.641853886172395
1.1314021114911,1.09861228866811
1.41098697371026,0.53062825106217
0.741937344729377,0.182321556793955
0.741937344729377,0.641853886172395
1.41098697371026,-1.6094379124341
1.1314021114911,0.377050659866124
1.1314021114911,0.832909122935104
1.1314021114911,0.832909122935104
0.760526413760224,0.0953101798043249
0.330880653163175,0.194745327176364
-2.30258509299405,0.0413310602021616
0.283293493940785,-1.20397280432594
0.741937344729377,-0.22314355131421
0.741937344729377,0.832909122935104
1.1314021114911,1.09861228866811
2.09186406167839,1.7227665977411
1.96009478404727,1.48160454092422
2.4932054526027,0.832909122935104
2.4932054526027,1.19392246847243
2.40694510831829,1.19392246847243
2.83907846350861,1.19392246847243
2.57261223020711,1.68639895357023
2.89591193827178,1.54756250871601
2.83907846350861,1.33500106673234
2.83907846350861,1.88706964903238
2.94968833505258,1.85629799036563
2.64617479738412,1.50407739677627
2.71469474382088,1.30833281965018
2.4932054526027,0.916290731874155
2.2082744135228,0.470003629245736
1.41098697371026,1.09861228866811
-2.30258509299405,0.641853886172395
0.0953101798043249,0.708686724701897
1.62924053973028,0.656780350997842
1.41098697371026,-0.916290731874155
0.0953101798043249,1.58923520511658
0.0953101798043249,1.19392246847243
1.1314021114911,0.0953101798043249
1.41098697371026,1.19392246847243
0.741937344729377,-0.916290731874155
-2.30258509299405,0.463360241354648
0.0953101798043249,0.587786664902119
-2.30258509299405,0.470003629245736
-2.30258509299405,0.832909122935104
-2.30258509299405,1.54756250871601
-2.30258509299405,0.78845736036427
0.741937344729377,-1.6094379124341
1.1314021114911,0.336472236621213
0.0953101798043249,0.470003629245736
0.741937344729377,0.832909122935104
0.741937344729377,1.19392246847243
1.96009478404727,1.38629436111989
1.80828877117927,1.50407739677627
1.41098697371026,1.50407739677627
1.62924053973028,1.48160454092422
1.80828877117927,2.19722457733622
1.80828877117927,1.97408102602201
2.31253542384721,2.15176220325946
1.96009478404727,1.84054963339749
1.62924053973028,1.19392246847243
1.41098697371026,0.955511445027436
1.41098697371026,1.25276296849537
1.62924053973028,1.68639895357023
1.1314021114911,1.33500106673234
-2.30258509299405,1.33021485379326
0.0953101798043249,1.27147451176596
1.41098697371026,1.28093384546206
1.62924053973028,1.02961941718116
0.741937344729377,0.641853886172395
1.41098697371026,0.955511445027436
1.62924053973028,1.19392246847243
1.41098697371026,1.1314021114911
0.741937344729377,0.741937344729377
-2.30258509299405,0.470003629245736
-2.30258509299405,-0.356674943938732
0.0953101798043249,0.882521749400469
1.96009478404727,0.916290731874155
2.40694510831829,1.68639895357023
2.09186406167839,1.90210752639692
1.62924053973028,1.66770682055808
0.741937344729377,1.45861502269952
1.62924053973028,1.85629799036563
1.41098697371026,1.7404661748405
1.41098697371026,1.64865862558738
1.41098697371026,1.09861228866811
0.0953101798043249,0.470003629245736
1.80828877117927,0.916290731874155
1.80828877117927,-0.105360515657826
1.41098697371026,0.884322785490935
1.1314021114911,1.28093384546206
1.1314021114911,1.30833281965018
0.741937344729377,0.0953101798043249
1.1314021114911,0.587786664902119
1.62924053973028,-0.916290731874155
2.09186406167839,0.993251773010283
3.13983261752775,2.82731362192903
3.7635229971097,3.52046080248897
3.85227300102237,3.44998754583159
3.04927304048202,2.67414864942653
1.96009478404727,2.07944154167984
1.96009478404727,1.50407739677627
2.31253542384721,1.38629436111989
2.31253542384721,1.93152141160321
2.09186406167839,2.11625551480255
1.80828877117927,1.6094379124341
1.80828877117927,1.33500106673234
2.09186406167839,2.00148000021012
2.4932054526027,1.79175946922805
1.96009478404727,1.96009478404727
2.2082744135228,1.82454929205105
2.2082744135228,1.79175946922805
1.62924053973028,1.6094379124341
1.1314021114911,1.02961941718116
1.1314021114911,0.916290731874155
1.41098697371026,1.22377543162212
1.96009478404727,1.48160454092422
1.62924053973028,0.832909122935104
2.31253542384721,1.38629436111989
3.00071981506503,2.14006616349627
2.89591193827178,2.28238238567653
2.83907846350861,2.50143595173921
2.89591193827178,2.66722820658195
3.18221184049661,2.90690105984738
2.64617479738412,2.34180580614733
3.22286784613774,2.86220088092947
3.29953372788566,2.8094026953625
3.13983261752775,2.65324196460721
3.13983261752775,2.83907846350861
2.83907846350861,2.82731362192903
3.43720781918519,2.89591193827178
2.94968833505258,2.92316158071916
3.13983261752775,2.83907846350861
2.94968833505258,2.56494935746154
2.71469474382088,2.55722731136763
2.64617479738412,2.42480272571829
2.31253542384721,2.09186406167839
2.2082744135228,1.66770682055808
2.64617479738412,0.955511445027436
2.40694510831829,1.02961941718116
2.2082744135228,0.832909122935104
2.4932054526027,0.336472236621213
2.83907846350861,0.741937344729377
3.00071981506503,1.43508452528932
3.13983261752775,2.05412373369555
2.64617479738412,1.97408102602201
3.37073817417745,2.76000994003292
3.04927304048202,2.2512917986065
2.94968833505258,2.28238238567653
2.71469474382088,2.2512917986065
2.64617479738412,1.82454929205105
2.40694510831829,1.70474809223843
2.31253542384721,1.68639895357023
2.89591193827178,1.54756250871601
2.83907846350861,1.38629436111989
3.37073817417745,2.34180580614733
3.43720781918519,2.30258509299405
3.29953372788566,2.12823170584927
2.71469474382088,1.64865862558738
3.22286784613774,1.7404661748405
2.64617479738412,1.06471073699243
2.77881927199042,0.641853886172395
1.62924053973028,0.336472236621213
1.1314021114911,1.09055360273302
0.0953101798043249,1.29769744147783
2.2082744135228,1.46920851274292
2.77881927199042,1.25276296849537
3.55820113047182,2.11625551480255
3.29953372788566,2.30258509299405
2.89591193827178,2.00148000021012
3.22286784613774,2.35137525716348
2.89591193827178,2.35137525716348
2.83907846350861,2.06686275947298
2.09186406167839,1.43508452528932
1.80828877117927,-0.356674943938732
2.89591193827178,2.10413415427021
2.57261223020711,2.15176220325946
2.77881927199042,1.90210752639692
2.71469474382088,1.43508452528932
3.04927304048202,1.80828877117927
2.94968833505258,1.7404661748405
2.64617479738412,1.45861502269952
2.4932054526027,1.54756250871601
2.4932054526027,1.80828877117927
2.40694510831829,1.38629436111989
2.40694510831829,0.470003629245736
2.09186406167839,1.43508452528932
3.04927304048202,1.98787434815435
3.64021428213266,2.47653840011748
2.77881927199042,2.18605127673809
2.4932054526027,2.09186406167839
2.2082744135228,2.19722457733622
1.62924053973028,1.7404661748405
1.1314021114911,0.8754687373539
1.1314021114911,0.587786664902119
1.1314021114911,0.741937344729377
0.0953101798043249,-0.105360515657826
1.1314021114911,0.587786664902119
1.80828877117927,1.7227665977411
1.96009478404727,1.80828877117927
1.80828877117927,1.38629436111989
0.741937344729377,0.8754687373539
1.1314021114911,1.25276296849537
0.0953101798043249,1.64865862558738
1.1314021114911,1.45861502269952
1.1314021114911,1.33500106673234
1.1314021114911,0.955511445027436
1.62924053973028,0.8754687373539
1.41098697371026,0.641853886172395
1.41098697371026,0.336472236621213
0.0953101798043249,0.262364264467491
1.62924053973028,-1.6094379124341
1.41098697371026,0.470003629245736
2.2082744135228,1.7227665977411
2.64617479738412,1.77495235091167
2.31253542384721,1.45861502269952
2.2082744135228,1.85629799036563
2.31253542384721,1.90210752639692
2.31253542384721,1.70474809223843
2.09186406167839,1.33500106673234
1.41098697371026,-0.693147180559945
2.09186406167839,1.11848604885406
2.2082744135228,1.58923520511658
1.80828877117927,1.1314021114911
1.1314021114911,0.948819919769531
0.0953101798043249,0.708725140162259
-2.30258509299405,0.392136407627976
-2.30258509299405,-2.30258509299405
-2.30258509299405,0.262364264467491
1.1314021114911,0.832909122935104
1.1314021114911,-0.693147180559945
0.789345806606714,-0.000289677151892154
-2.30258509299405,-0.00195165491619966
1.80828877117927,0.0953101798043249
1.80828877117927,-0.356674943938732
1.80828877117927,-1.6094379124341
1.41098697371026,0.641853886172395
0.0953101798043249,1.25276296849537
1.41098697371026,0.8754687373539
1.62924053973028,0.955511445027436
1.41098697371026,1.77495235091167
1.41098697371026,1.50407739677627
1.41098697371026,0.955511445027436
1.41098697371026,1.02961941718116
1.1314021114911,1.19392246847243
0.741937344729377,1.19392246847243
1.41098697371026,0.955511445027436
1.41098697371026,0.641853886172395
1.62924053973028,-0.356674943938732
1.1314021114911,1.30833281965018
0.0953101798043249,1.45861502269952
1.1314021114911,0.8754687373539
1.1314021114911,0.0953101798043249
1.1314021114911,0.470003629245736
1.41098697371026,1.25276296849537
1.80828877117927,1.50407739677627
1.80828877117927,0.405465108108164
1.41098697371026,0.742968265189071
0.741937344729377,0.470003629245736
1.62924053973028,0.587786664902119
1.96009478404727,0.916290731874155
1.62924053973028,1.30833281965018
2.09186406167839,0.955511445027436
2.71469474382088,0.741937344729377
2.64617479738412,1.96009478404727
2.57261223020711,1.93152141160321
2.4932054526027,1.54756250871601
2.31253542384721,1.43508452528932
2.40694510831829,1.64865862558738
2.40694510831829,1.58923520511658
2.40694510831829,1.25276296849537
1.80828877117927,0.641853886172395
1.1314021114911,0.91353442810651
1.41098697371026,0.861698463762617
1.41098697371026,0.693147180559945
0.741937344729377,0.916290731874155
0.741937344729377,0.993251773010283
0.741937344729377,0.587786664902119
1.1314021114911,0.613096395994624
1.62924053973028,0.0953101798043249
0.741937344729377,1.09861228866811
-2.30258509299405,0.336472236621213
-2.30258509299405,0.336472236621213
-0.516948233317584,0.832909122935104
-0.131102216039701,0.832909122935104
0.0953101798043249,0.641853886172395
0.741937344729377,1.02961941718116
-2.30258509299405,0.916290731874155
0.0953101798043249,-0.916290731874155
1.1314021114911,-1.20397280432594
0.741937344729377,-0.156337224198253
0.741937344729377,-0.00238549389894122
1.62924053973028,0.130996660600335
1.80828877117927,-0.22314355131421
1.41098697371026,0.693147180559945
1.41098697371026,1.30833281965018
1.41098697371026,0.641853886172395
0.741937344729377,-0.916290731874155
1.41098697371026,0.405465108108164
1.96009478404727,0.0953101798043249
1.62924053973028,-2.30258509299405
1.1314021114911,-0.219821754850522
0.741937344729377,-0.0117939735782662
0.0953101798043249,0.160321955102484
-2.30258509299405,0.405465108108164
-2.30258509299405,0.587786664902119
0.741937344729377,-0.916290731874155
1.41098697371026,0.228770169359603
1.41098697371026,0.41087730926789
1.1314021114911,0.564874806024207
1.41098697371026,0.698291295944621
2.2082744135228,0.587786664902119
1.80828877117927,1.25276296849537
0.0953101798043249,1.33500106673234
1.96009478404727,0.955511445027436
2.09186406167839,1.02961941718116
1.62924053973028,0.470003629245736
0.0953101798043249,0.587786664902119
0.0953101798043249,1.30833281965018
1.41098697371026,1.38629436111989
1.1314021114911,1.58923520511658
-2.30258509299405,1.06471073699243
1.1314021114911,0.741937344729377
2.40694510831829,0.955511445027436
2.09186406167839,1.19392246847243
3.22286784613774,1.64865862558738
2.2082744135228,1.64865862558738
1.80828877117927,0.641853886172395
1.80828877117927,0.860449814059758
1.41098697371026,0.670092103789838
0.741937344729377,0.43477192226543
1.1314021114911,-0.510825623765991
1.41098697371026,0.262364264467491
1.41098697371026,0.262364264467491
2.09186406167839,0.262364264467491
2.2082744135228,0.993251773010283
1.62924053973028,1.19392246847243
1.96009478404727,0.78845736036427
2.40694510831829,1.43508452528932
2.2082744135228,1.96009478404727
2.09186406167839,1.93152141160321
1.80828877117927,1.82454929205105
1.80828877117927,1.79175946922805
2.09186406167839,1.64865862558738
2.09186406167839,1.85629799036563
2.31253542384721,1.96009478404727
2.71469474382088,1.85629799036563
3.09557760852371,2.36085400111802
3.18221184049661,2.2082744135228
3.00071981506503,2.28238238567653
2.40694510831829,1.82454929205105
2.2082744135228,1.28093384546206
1.62924053973028,0.336472236621213
1.62924053973028,0.262364264467491
1.1314021114911,0.0953101798043249
1.1314021114911,-0.22314355131421
1.80828877117927,1.28093384546206
1.96009478404727,1.25276296849537
2.09186406167839,0.741937344729377
2.4932054526027,0.587786664902119
3.40452517175483,1.48160454092422
3.04927304048202,2.45100509811232
2.40694510831829,2.12823170584927
2.89591193827178,1.96009478404727
2.83907846350861,2.32238772029023
2.83907846350861,2.2512917986065
2.57261223020711,2.15176220325946
2.31253542384721,2.09186406167839
2.40694510831829,1.41098697371026
2.4932054526027,0.955511445027436
2.77881927199042,1.94591014905531
3.13983261752775,2.34180580614733
3.43720781918519,2.62466859216316
2.64617479738412,2.36085400111802
2.71469474382088,2.12823170584927
2.75946987492122,2.48990007362098
2.76701047968574,2.61964767812819
3.00071981506503,3.23474917402449
0.741937344729377,-0.510825623765991
1.1314021114911,0.405465108108164
1.41098697371026,1.27235403580205
0.741937344729377,1.20333479234517
1.62924053973028,0.916290731874155
1.96009478404727,1.25276296849537
2.57261223020711,1.52605630349505
2.2082744135228,1.30833281965018
1.62924053973028,0.641853886172395
1.41098697371026,0.832909122935104
1.96009478404727,1.52605630349505
1.80828877117927,1.43508452528932
1.80828877117927,1.25276296849537
1.41098697371026,1.43508452528932
1.80828877117927,0.955511445027436
1.62924053973028,1.02961941718116
1.80828877117927,0.470003629245736
1.62924053973028,0.34581892786491
1.41098697371026,-2.30258509299405
2.31253542384721,0.587786664902119
2.2082744135228,0.182321556793955
3.80888224650863,1.09861228866811
3.09557760852371,1.02961941718116
3.13983261752775,0.837007831165451
2.4932054526027,0.744493872296979
2.2082744135228,0.642540375782
1.96009478404727,0.528999855216719
1.62924053973028,-0.22314355131421
0.741937344729377,0.704533739299422
1.41098697371026,0.937129429304986
2.2082744135228,0.993251773010283
1.96009478404727,1.38629436111989
2.40694510831829,1.68639895357023
2.57261223020711,1.7404661748405
2.77881927199042,1.6094379124341
2.89591193827178,2.05412373369555
3.22286784613774,1.97408102602201
2.89591193827178,1.56861591791385
2.71469474382088,1.77495235091167
2.2082744135228,1.93152141160321
2.4932054526027,1.79175946922805
3.04927304048202,1.85629799036563
2.77881927199042,2.29253475714054
2.31253542384721,2.15176220325946
1.96009478404727,1.70474809223843
1.62924053973028,1.50407739677627
1.1314021114911,0.955511445027436
0.741937344729377,-0.356674943938732
0.741937344729377,-0.510825623765991
-2.30258509299405,0.346268897168489
-2.30258509299405,0.499906140388591
0.741937344729377,-1.20397280432594
1.62924053973028,1.16315080980568
2.57261223020711,1.64865862558738
2.89591193827178,2.34180580614733
3.43720781918519,2.50143595173921
3.66612246699132,3.13549421592915
3.29953372788566,2.87919845729804
3.37073817417745,2.97552956623647
3.13983261752775,2.57261223020711
3.22286784613774,2.90690105984738
3.04927304048202,2.57261223020711
2.77881927199042,2.52572864430826
2.71469474382088,2.02814824729229
2.09186406167839,1.90210752639692
2.4932054526027,1.56861591791385
1.96009478404727,0.8754687373539
3.13983261752775,2.4423470353692
2.94968833505258,2.26176309847379
1.96009478404727,1.7227665977411
1.62924053973028,0.993251773010283
