"","co1","so2","ozone","temp","rh"
"6880",0.084,1.2,0.062,96,10
"6881",0.1,0.6,0.056,95,11
"6882",0.169,0.7,0.046,92,13
"6883",0.384,0.8,0.018,88,16
"6884",0.387,0.8,0.009,85,19
"6885",0.322,1.2,0.014,82,22
"6886",0.328,2.7,0.015,80,24
"6887",0.266,2.4,0.021,78,25
"6888",0.197,1,0.03,77,26
"6889",0.13,0.5,0.038,76,26
"6890",0.122,0.4,0.054,75,27
"6891",0.143,0.4,0.058,73,30
"6892",0.182,0.5,0.042,71,36
"6893",0.217,0.6,0.033,71,41
"6894",0.264,0.7,0.03,71,42
"6895",0.303,0.5,0.018,69,45
"6896",0.342,0.7,0.016,70,43
"6897",0.297,0.7,0.03,74,37
"6898",0.18,0.7,0.043,80,27
"6899",0.151,0.5,0.049,85,21
"6900",0.122,0.5,0.054,89,17
"6901",0.109,0.5,0.054,92,15
"6902",0.084,0.4,0.053,93,14
"6903",0.092,0.4,0.054,95,14
"6904",0.097,0.6,0.053,95,13
"6905",0.096,0.6,0.053,94,13
"6906",0.144,0.3,0.05,92,15
"6907",0.262,0.2,0.032,88,21
"6908",0.341,0.4,0.017,84,25
"6909",0.257,0.5,0.023,82,26
"6910",0.194,0.5,0.029,81,26
"6911",0.114,1,0.038,81,26
"6912",0.078,2.4,0.045,81,28
"6913",0.113,0.4,0.041,79,32
"6914",0.189,0.9,0.026,75,42
"6915",0.127,0.7,0.027,73,44
"6916",0.12,0.6,0.025,72,47
"6917",0.135,0.6,0.025,73,43
"6918",0.241,0.4,0.012,72,46
"6919",0.183,0.5,0.024,70,47
"6920",0.218,0.6,0.024,69,48
"6921",0.201,0.6,0.032,70,45
"6922",0.161,0.5,0.04,72,41
"6923",0.142,0.6,0.047,75,38
"6924",0.127,1.2,0.057,78,34
"6925",0.108,1,0.058,79,33
"6926",0.103,0.7,0.057,81,31
"6927",0.101,0.5,0.057,83,29
"6928",0.114,0.5,0.056,83,29
"6929",0.115,0.4,0.054,83,29
"6930",0.116,0.4,0.052,81,31
"6931",0.124,0.4,0.045,78,37
"6932",0.13,0.3,0.039,75,39
"6933",0.094,0.2,0.041,73,37
"6934",0.094,0.1,0.041,71,35
"6935",0.094,0.1,0.04,69,37
"6936",0.093,0.1,0.04,69,39
"6937",0.099,0.2,0.039,68,39
"6938",0.095,0.2,0.038,67,40
"6939",0.096,0.2,0.037,66,44
"6940",0.09,0.3,0.037,65,47
"6941",0.083,0.3,0.038,64,45
"6942",0.09,0.3,0.038,64,42
"6943",0.105,0.3,0.036,63,40
"6944",0.131,0.3,0.036,63,36
"6945",0.137,0.4,0.036,65,30
"6946",0.121,0.8,0.037,67,27
"6947",0.098,0.8,0.042,69,24
"6948",0.101,0.5,0.043,71,22
"6949",0.1,0.3,0.047,73,22
"6950",0.103,0.3,0.048,74,22
"6951",0.103,0.4,0.049,75,22
"6952",0.098,0.4,0.05,76,21
"6953",0.103,0.4,0.05,76,24
"6954",0.102,0.3,0.047,75,25
"6955",0.124,0.2,0.044,73,27
"6956",0.134,1,0.045,72,29
"6957",0.145,1.8,0.045,70,29
"6958",0.141,2.2,0.046,68,28
"6959",0.125,1.7,0.0433040804914706,67,29
"6960",0.107,0.9,0.04,65,32
"6961",0.104,0.7,0.037,63,33
"6962",0.094,0.5,0.037,62,34
"6963",0.094,0.6,0.036,61,34
"6964",0.097,0.9,0.035,61,35
"6965",0.096,1.6,0.033,60,36
"6966",0.096,1.9,0.032,59,37
"6967",0.106,2.3,0.03,59,38
"6968",0.11,4.8,0.029,59,34
"6969",0.117,2.4,0.031,60,31
"6970",0.123,0.8,0.035,64,26
"6971",0.111,1,0.04,68,23
"6972",0.097,1.2,0.044,69,22
"6973",0.126,1.1,0.049,72,20
"6974",0.155,1,0.054,75,17
"6975",0.146,0.8,0.057,77,15
"6976",0.145,0.7,0.058,78,15
"6977",0.145,0.6,0.055,79,15
"6978",0.158,0.5,0.05,77,17
"6979",0.188,0.4,0.046,75,21
"6980",0.194,0.3,0.045,73,26
"6981",0.184,0.3,0.042,71,27
"6982",0.186,0.2,0.039,69,28
"6983",0.179,0.1,0.039,68,28
"6984",0.187,0.3,0.029,65,31
"6985",0.155,1.1,0.032,64,34
"6986",0.139,1,0.038,63,35
"6987",0.141,0.5,0.034,62,38
"6988",0.151,0.4,0.031,60,42
"6989",0.165,0.3,0.026,59,43
"6990",0.238,0.5,0.012,59,42
"6991",0.265,0.5,0.007,58,41
"6992",0.241,0.6,0.015,59,37
"6993",0.239,1,0.018,62,33
"6994",0.192,4.8,0.028,67,28
"6995",0.152,2.3,0.04,71,24
"6996",0.148,0.8,0.047,75,21
"6997",0.136,0.4,0.05,78,19
"6998",0.134,0.3,0.052,80,18
"6999",0.132,0.3,0.055,82,17
"7000",0.142,0.3,0.054,82,17
"7001",0.151,0.5,0.055,82,18
"7002",0.166,0.8,0.051,79,21
"7003",0.171,2.4,0.047,77,24
"7004",0.211,3.3,0.037,74,27
"7005",0.2,4.4,0.034,73,27
"7006",0.219,3.2,0.03,71,29
"7007",0.193,1.9,0.031,69,30
"7008",0.168,1.2,0.031,67,33
"7009",0.161,1.1,0.026,64,40
"7010",0.172,0.9,0.023,62,45
"7011",0.189,0.7,0.024,61,45
"7012",0.204,0.6,0.021,61,47
"7013",0.254,0.5,0.016,61,52
"7014",0.344,0.4,0.006,61,55
"7015",0.373,0.5,0.006,60,55
"7016",0.367,0.7,0.01,60,56
"7017",0.36,1.1,0.012,63,55
"7018",0.269,1.1,0.024,69,54
"7019",0.162,0.5,0.044,73,57
"7020",0.126,0.4,0.049,76,49
"7021",0.124,0.5,0.052,79,42
"7022",0.122,0.4,0.053,81,33
"7023",0.137,0.4,0.055,82,33
"7024",0.142,0.3,0.049,83,33
"7025",0.143,0.4,0.047,82,38
"7026",0.191,0.5,0.042,81,43
"7027",0.194,0.4,0.036,80,48
"7028",0.196,0.4,0.031,78,51
"7029",0.186,0.6,0.028,76,58
"7030",0.12,0.3,0.038,75,65
"7031",0.115,0.2,0.038,73,65
"7032",0.109,0.1,0.037,72,66
"7033",0.11,0.1,0.035,71,70
"7034",0.112,0.1,0.032,70,75
"7035",0.119,0.1,0.028,69,77
"7036",0.141,0.1,0.021,69,79
"7037",0.147,0,0.02,69,79
"7038",0.159,0,0.022,69,83
"7039",0.226,0.1,0.009,69,83
"7040",0.227,0,0.011,69,85
"7041",0.194,0.1,0.016,71,82
"7042",0.164,0,0.02,73,76
"7043",0.154,0.1,0.027,76,69
"7044",0.141,0.1,0.032,78,64
"7045",0.142,0.4,0.038,81,56
"7046",0.119,0.6,0.04,83,51
"7047",0.113,0.6,0.041,83,50
"7048",0.116,0.6,0.037,83,49
"7049",0.135,0.5,0.036,83,49
"7050",0.174,0.6,0.032,81,54
"7051",0.197,0.4,0.029,80,56
"7052",0.223,0.3,0.027,80,55
"7053",0.181,0.3,0.032,79,54
"7054",0.136,0.2,0.036,78,49
"7055",0.127,0.3,0.035,77,49
"7056",0.118,0.3,0.035,76,52
"7057",0.116,0.3,0.035,75,54
"7058",0.113,0.2,0.033,73,58
"7059",0.128,0.2,0.027,71,64
"7060",0.127,0.2,0.025,70,69
"7061",0.149,0.1,0.018,69,74
"7062",0.201,0.1,0.017,70,77
"7063",0.192,0.1,0.021,70,79
"7064",0.197,0.1,0.017,69,79
"7065",0.174,0.1,0.021,71,78
"7066",0.146,0.1,0.022,72,75
"7067",0.144,0.3,0.019,75,71
"7068",0.13,0.3,0.023,77,68
"7069",0.12,0.3,0.027,78,68
"7070",0.135,0.2,0.026,77,72
"7071",0.132,0.3,0.028,78,69
"7072",0.167,0.2,0.024,78,74
"7073",0.188,0.1,0.021,72,80
"7074",0.257,0.1,0.01,68,92
"7075",0.244,0.1,0.008,68,93
"7076",0.232,0.1,0.007,68,93
"7077",0.179,0.1,0.01,68,93
"7078",0.218,0.1,0.005,69,94
"7079",0.222,0.1,0.008,69,94
"7080",0.246,0.1,0.005,70,94
"7081",0.239,0.1,0.005,70,94
"7082",0.236,0.1,0.007,70,94
"7083",0.263,0.2,0.002,70,95
"7084",0.189,0.1,0.008,70,95
"7085",0.187,0,0.008,69,95
"7086",0.191,0,0.01,69,94
"7087",0.218,0,0.008,69,93
"7088",0.264,0.1,0.003,69,93
"7089",0.216,0.1,0.009,69,94
"7090",0.155,0.1,0.015,70,94
"7091",0.164,0.1,0.016,70,93
"7092",0.185,0.1,0.017,70,93
"7093",0.146,0.1,0.02,73,86
"7094",0.136,0.1,0.019,73,84
"7095",0.164,0.1,0.018,73,83
"7096",0.177,0.1,0.015,72,86
"7097",0.168,0.1,0.016,70,90
"7098",0.188,0.1,0.013,70,92
"7099",0.147,0.1,0.016,70,93
"7100",0.122,0,0.02,70,93
"7101",0.157,0.1,0.018,70,93
"7102",0.13,0,0.02,69,94
"7103",0.115,0,0.021,69,94
"7104",0.096,0,0.024,68,94
"7105",0.086,0,0.026,68,94
"7106",0.087,0,0.027,67,93
"7107",0.086,0,0.028,68,93
"7108",0.085,0,0.028,68,93
"7109",0.088,0,0.028,67,93
"7110",0.102,0.1,0.028,67,93
"7111",0.092,0,0.028,67,93
"7112",0.134,0,0.024,68,93
"7113",0.138,0,0.023,68,92
"7114",0.133,0,0.025,68,92
"7115",0.153,0,0.025,68,91
"7116",0.15,0,0.022,68,90
"7117",0.161,0,0.013,65,89
"7118",0.139,0,0.017,63,86
"7119",0.15,0,0.016,62,83
"7120",0.144,0,0.016,62,76
"7121",0.133,0,0.019,62,73
"7122",0.138,0,0.019,61,74
"7123",0.142,0,0.018,60,79
"7124",0.123,1.6940658945086e-21,0.022,60,75
"7125",0.127,0,0.022,61,73
"7126",0.142,0,0.021,61,73
"7127",0.128,0,0.020935491645447,61,70
"7128",0.112,0,0.0209466991413724,61,71
"7129",0.104,0,0.021,60,74
"7130",0.102,0,0.022,59,78
"7131",0.111,0,0.02,58,85
"7132",0.112,0,0.019,57,90
"7133",0.106,0,0.019,58,91
"7134",0.116,0,0.018,58,90
"7135",0.12,0,0.017,58,89
"7136",0.122,0,0.016,58,86
"7137",0.127,0,0.015,58,84
"7138",0.14,0,0.015,59,81
"7139",0.14,0,0.015,61,80
"7140",0.143,0,0.016,62,77
"7141",0.141333333333333,0,0.018,63,75
"7142",0.139666666666667,0,0.018,63,77
"7143",0.138,0,0.019,63,76
"7144",0.122,0,0.024,63,71
"7145",0.132,0,0.026,64,68
"7146",0.142,0,0.026,64,65
"7147",0.152,0,0.025,64,62
"7148",0.149,0,0.025,64,60
"7149",0.139,0,0.026,64,60
"7150",0.123,0,0.028,64,58
"7151",0.122,0,0.029,63,53
"7152",0.118,0,0.027,63,59
"7153",0.115,0,0.027,62,60
"7154",0.112,0,0.026,62,62
"7155",0.112,0,0.026,61,64
"7156",0.116,0,0.024,60,65
"7157",0.136,0,0.02,59,67
"7158",0.162,0,0.018,58,67
"7159",0.172,0,0.016,57,67
"7160",0.185,0,0.015,57,68
"7161",0.182,0,0.015,57,69
"7162",0.166,0,0.017,58,66
"7163",0.158,0,0.021,61.8049593561922,60
"7164",0.163,0.1,0.025,66,57
"7165",0.155,0.1,0.031,68,54
"7166",0.146,0.1,0.037,71,52
"7167",0.143,0,0.038,73,50
"7168",0.132,0,0.039,74,48
"7169",0.15,0,0.038,75,47
"7170",0.181,0.1,0.031,73,50
"7171",0.227,0.1,0.025,71,53
"7172",0.224,0.1,0.024,71,54
"7173",0.155,0.1,0.032,71,52
"7174",0.141,0,0.032,70,55
"7175",0.119,0,0.03,67,70
"7176",0.14,0,0.024,66,75
"7177",0.171,0,0.021,66,73
"7178",0.136,0,0.023,66,71
"7179",0.169,0,0.012,65,75
"7180",0.193,0.1,0.005,62,80
"7181",0.237,0.1,0.001,61,84
"7182",0.268,0.2,0.001,61,86
"7183",0.317,0.3,0,60,88
"7184",0.478,0.6,0.001,60,86
"7185",0.396,0.5,0.004,63,77
"7186",0.242,0.1,0.014,66,70
"7187",0.242,0.1,0.021,69,63
"7188",0.188,0.1,0.029,72,56
"7189",0.147,0.1,0.038,74,50
"7190",0.148,0.1,0.044,75,47
"7191",0.169,0.1,0.05,76,44
"7192",0.15,0.1,0.053,77,40
"7193",0.157,0.1,0.056,77,41
"7194",0.235,0.1,0.049,75,44
"7195",0.357,0.1,0.02,73,48
"7196",0.476,0.1,0.009,71,55
"7197",0.451,0.2,0.005,69,61
"7198",0.406,0.2,0.002,68,64
"7199",0.284,0.1,0.006,66,70
"7200",0.218,0.1,0.012,65,71
"7201",0.199,0.1,0.013,64,72
"7202",0.196,0,0.012,63,72
"7203",0.18,0.1,0.01,62,74
"7204",0.184,0.1,0.005,61,78
"7205",0.233,0.2,0.001,59,83
"7206",0.347,0.5,0,58,86
"7207",0.451,0.5,0,59,79
"7208",0.388,0.5,0.006,61,68
"7209",0.189,0.1,0.018,62,69
"7210",0.148,0,0.029,65,62
"7211",0.13,0,0.038,68,54
"7212",0.121,0.1,0.042,70,49
"7213",0.119,0.1,0.046,72,47
"7214",0.11,0.1,0.05,73,43
"7215",0.111,0.1,0.048,74,40
"7216",0.117,0,0.046,74,39
"7217",0.119,0,0.041,73,40
"7218",0.139,0,0.033,71,44
"7219",0.197,0,0.022,69,47
"7220",0.241,0.1,0.015,67,52
"7221",0.309,0.1,0.006,66,57
"7222",0.369,0.2,0,64,62
"7223",0.333,0.3,0,63,66
"7224",0.386,0.2,0,62,68
"7225",0.42,0.3,0,62,70
"7226",0.45,0.5,0,60,74
"7227",0.448,0.7,0,60,77
"7228",0.534,1,0,59,81
"7229",0.779,1.3,0,58,83
"7230",0.996,1.9,0,57,85
"7231",1.074,2.2,0,57,83
"7232",1.371,2.8,0,58,77
"7233",1.06,2.4,0.003,62,65
"7234",0.319,0.3,0.015,66,54
"7235",0.284,0.2,0.018,70,48
"7236",0.168,0.1,0.033,72,41
"7237",0.145,0.1,0.041,73,37
"7238",0.154,0.1,0.044,75,34
"7239",0.151,0.1,0.048,76,32
"7240",0.152,0.1,0.044,76,31
"7241",0.146,0.3,0.04,75,33
"7242",0.187,0.1,0.035,73,41
"7243",0.23,0.1,0.027,71,42
"7244",0.305,0.2,0.023,71,45
"7245",0.284,0.2,0.029,70,45
"7246",0.278,0.2,0.031,69,48
"7247",0.223,0.5,0.037,68,51
"7248",0.197,1.9,0.039,67,53
"7249",0.189,1.1,0.038,66,57
"7250",0.182,0.6,0.037,66,58
"7251",0.178666666666667,0.5,0.035,66,61
"7252",0.175333333333333,0.45,0.034,66,62
"7253",0.172,0.4,0.034,66,63
"7254",0.203,0.2,0.03,65,67
"7255",0.212,0.1,0.028,63,79
"7256",0.209,0,0.028,61,89
"7257",0.21,0.1,0.026,62,90
"7258",0.197,0.1,0.025,64,91
"7259",0.185,0,0.026,65,91
"7260",0.174,0,0.028,67,87
"7261",0.175,0.1,0.029,67,85
"7262",0.188,0,0.03,68,84
"7263",0.175,0.1,0.031,69,76
"7264",0.132,0,0.035,66,81
"7265",0.132,0,0.034,64,91
"7266",0.147,0,0.033,65,93
"7267",0.157,0,0.031,67,92
"7268",0.167,0,0.029,66,91
"7269",0.167,0,0.027,66,92
"7270",0.128,0,0.03,66,94
"7271",0.15,0,0.027,67,94
"7272",0.154,0,0.025,66,94
"7273",0.136,0,0.029,66,94
"7274",0.134,0.1,0.029,65,94
"7275",0.132,0,0.03,65,94
"7276",0.119,0,0.033,64,94
"7277",0.138,0,0.03,64,95
"7278",0.15,0.1,0.028,64,94
"7279",0.151,0,0.028,64,94
"7280",0.168,0,0.026,64,94
"7281",0.204,0,0.021,65,93
"7282",0.152,0,0.026,65,93
"7283",0.163,0,0.024,66,92
"7284",0.164,0,0.011,67,89
"7285",0.165,0,0.011,66,87
"7286",0.172,0,0.014,66,85
"7287",0.168,0,0.016,66,83
"7288",0.165,0,0.017,64,83
"7289",0.161,0,0.012,62,88
"7290",0.171,0,0.013,62,85
"7291",0.163,0,0.019,62,82
"7292",0.155,0,0.017,62,82
"7293",0.152,0,0.017,61,81
"7294",0.153,0,0.018,60,80
"7295",0.155,0,0.015843010552836,60,81
"7296",0.163,0,0.014,60,81
"7297",0.15,0,0.018,60,81
"7298",0.159,0,0.016,60,81
"7299",0.153,0,0.016,59,82
"7300",0.162,0,0.015,59,82
"7301",0.154,0,0.015,59,83
"7302",0.159,0,0.015,59,84
"7303",0.149,0,0.018,59,83
"7304",0.147,0,0.018,59,82
"7305",0.155,0,0.017,59,82
"7306",0.164,0,0.017,60,79
"7307",0.179,0,0.018,61,78
"7308",0.166,0,0.02,61,80
"7309",0.187,0,0.02,60,86
"7310",0.208,0,0.015,61,86
"7311",0.219,0,0.017,62,83
"7312",0.225,0,0.017,62,87
"7313",0.222,0,0.017,63,86
"7314",0.267,0,0.011,63,88
"7315",0.302,0,0.007,62,89
"7316",0.332,0,0.003,62,91
"7317",0.414,0,0.001,61,92
"7318",0.538,0.1,0,61,93
"7319",0.435,0,0,60,93
"7320",0.519,0.2,0,59,94
"7321",0.59,0.4,0,59,95
"7322",0.512,0.3,0,59,95
"7323",0.345,0,0.001,59,94
"7324",0.317,0,0.001,59,94
"7325",0.27,0,0.004,59,93
"7326",0.418,0.2,0,58,94
"7327",0.483,0.4,0,57,94
"7328",0.482,0.5,0,58,94
"7329",0.419,0.2,0.001,58,94
"7330",0.431,0.2,0.004,58,91
"7331",0.439,0.2,0.009,61,81
"7332",0.417,0.1,0.018,66,73
"7333",0.439,0.1,0.02,69,67
"7334",0.216,0,0.029,69,68
"7335",0.222,0,0.032,70,66
"7336",0.191,0,0.037,70,64
"7337",0.198,0,0.033,69,66
"7338",0.219,0,0.027,68,73
"7339",0.255,0,0.022,67,79
"7340",0.275,0,0.017,67,79
"7341",0.253,0,0.014,66,81
"7342",0.27,0,0.009,64,84
"7343",0.269,0,0.005,63,87
"7344",0.211,0,0.009,63,87
"7345",0.19,0,0.011,62,90
"7346",0.175,0,0.011,61,91
"7347",0.182,0,0.008,60,92
"7348",0.165,0,0.011,60,94
"7349",0.158,0,0.012,60,94
"7350",0.168,0,0.011,60,94
"7351",0.204,0,0.009,59,94
"7352",0.218,0,0.009,59,93
"7353",0.273,0,0.006,61,91
"7354",0.254,0.2,0.008,62,88
"7355",0.218,0,0.013,63,85
"7356",0.206,0,0.021,65,81
"7357",0.217,0,0.025,66,78
"7358",0.195,0,0.035,67,75
"7359",0.187,0,0.042,69,67
"7360",0.203,0,0.042,71,64
"7361",0.232,0,0.036,71,66
"7362",0.261,0,0.028,69,73
"7363",0.281,0,0.023,68,74
"7364",0.256,0,0.021,68,78
"7365",0.272,0,0.016,67,80
"7366",0.189,0,0.019,66,81
"7367",0.187,0,0.014,64,86
"7368",0.198,0,0.009,63,90
"7369",0.173,0,0.011,62,90
"7370",0.156,0,0.014,62,90
"7371",0.158,0,0.013,61,91
"7372",0.167,0,0.007,60,93
"7373",0.172,0,0.005,61,94
"7374",0.191,0,0.003,61,94
"7375",0.221,0,0.004,62,94
"7376",0.206,0,0.009,62,94
"7377",0.228,0,0.012,64,91
"7378",0.197,0,0.019,66,83
"7379",0.175,0.025,0.025,68,75
"7380",0.157,0.05,0.033,71,68
"7381",0.156,0.0749999999999999,0.036,72,65
"7382",0.147,0.1,0.038,74,62
"7383",0.152,0,0.038,75,58
"7384",0.157,0,0.038,74,61
"7385",0.177,0,0.034,73,65
"7386",0.204,0,0.028,72,68
"7387",0.19,0,0.028,71,72
"7388",0.199,0,0.026,71,73
"7389",0.181,0,0.024,70,78
"7390",0.174,0,0.023,69,81
"7391",0.171,0,0.023,68,87
"7392",0.179,0,0.02,69,86
"7393",0.175,0,0.019,69,86
"7394",0.173,0,0.02,69,87
"7395",0.182,0,0.017,69,88
"7396",0.176,0,0.015,69,88
"7397",0.176,0,0.015,69,89
"7398",0.193,0,0.014,69,89
"7399",0.252,0,0.008,69,89
"7400",0.229,0,0.016,71,89
"7401",0.199,0,0.018,72,87
"7402",0.168,0,0.019,73,85
"7403",0.156,0,0.017,73,87
"7404",0.174,0,0.014,72,92
"7405",0.152,0,0.017,74,88
"7406",0.14,0,0.018,76,84
"7407",0.128,0,0.022,79,75
"7408",0.137,0,0.022,80,73
"7409",0.138,0,0.021,80,73
"7410",0.144,0,0.019,79,70
"7411",0.151,0,0.017,78,70
"7412",0.15,0,0.016,78,70
"7413",0.154,0,0.021,72,85
"7414",0.161,0,0.02,72,81
"7415",0.172,0,0.025,72,64
"7416",0.162,0,0.026,71,55
"7417",0.124,0,0.032,69,40
"7418",0.134,0,0.028,66,44
"7419",0.124,0,0.031,65,42
"7420",0.137,0,0.025,63,45
"7421",0.165,0,0.018,62,48
"7422",0.249,0,0.01,60,52
"7423",0.248,0,0.01,59,53
"7424",0.241,0,0.012,58,60
"7425",0.264,0,0.011,59,63
"7426",0.209,0,0.007,61,60
"7427",0.196,0.1,0.008,63,58
"7428",0.191,0.1,0.011,64,54
"7429",0.226,0.1,0.01,65,54
"7430",0.231,0.1,0.012,67,52
"7431",0.209,0.1,0.017,69,49
"7432",0.223,0,0.019,69,48
"7433",0.258,0,0.017,69,48
"7434",0.338,0,0.004,67,60
"7435",0.438,0.1,0.002,65,69
"7436",0.328,0,0.008,65,66
"7437",0.31,0,0.008,65,66
"7438",0.277,0,0.009,65,66
"7439",0.28,0,0.009,64,70
"7440",0.335,0,0.003,63,74
"7441",0.387,0,0.002,63,72
"7442",0.269,0,0.009,62,71
"7443",0.165,0,0.015,60,78
"7444",0.142,0,0.017,59,77
"7445",0.13,0,0.019,57,80
"7446",0.13,0,0.019,56,84
"7447",0.15,0,0.013,56,86
"7448",0.189,0,0.011,57,87
"7449",0.192,0,0.01,57,88
"7450",0.185,0,0.01,58,84
"7451",0.19,0,0.011,59,82
"7452",0.168,0,0.014,61,77
"7453",0.157,0,0.016,62,73
"7454",0.155,0,0.02,64,65
"7455",0.141,0,0.027,65,54
"7456",0.145,0,0.027,65,50
"7457",0.151,0,0.028,64,45
"7458",0.165,0,0.028,63,43
"7459",0.243,0,0.021,60,49
"7460",0.257,0,0.018,59,52
"7461",0.191,0,0.023,58,50
"7462",0.181,0,0.026,57,47
"7463",0.181,0,0.0275475774867307,57,48
"7464",0.176,0,0.028,56,47
"7465",0.153,0,0.028,56,49
"7466",0.194,0,0.022,53,58
"7467",0.227,0,0.015,51,66
"7468",0.208,0,0.017,50,66
"7469",0.315,0,0.007,49,74
"7470",0.318,0,0.004,48,76
"7471",0.263,0,0.008,48,75
"7472",0.233,0,0.014,49,69
"7473",0.156,0,0.025,54,53
"7474",0.141,0.1,0.03,57,44
"7475",0.14,0.1,0.033,59,40
"7476",0.148,0.1,0.035,61,37
"7477",0.148,0.1,0.037,62,34
"7478",0.148,0.1,0.039,64,31
"7479",0.147,0.1,0.04,65,31
"7480",0.145,0.1,0.039,65,30
"7481",0.147,0.1,0.038,65,31
"7482",0.189,0.1,0.032,64,35
"7483",0.284,0,0.023,62,40
"7484",0.32,0,0.018,60,43
"7485",0.363,0,0.016,59,48
"7486",0.342,0,0.014,58,52
"7487",0.301,0,0.016,59,52
"7488",0.265,0,0.019,59,51
"7489",0.282,0,0.015,58,53
"7490",0.211,0,0.02,58,52
"7491",0.176,0.1,0.025,58,51
"7492",0.164,0.1,0.024,57,53
"7493",0.155,0.4,0.023,56,53
"7494",0.18,0.6,0.019,56,53
"7495",0.271,0.5,0.007,56,58
"7496",0.27,0.6,0.01,56,55
"7497",0.25,0.7,0.015,57,53
"7498",0.23,1,0.018,58,50
"7499",0.219,0.9,0.019,59,51
"7500",0.208,1,0.021,61,48
"7501",0.194,1.6,0.028,63,43
"7502",0.189,1.4,0.029,64,43
"7503",0.212,1.4,0.027,65,44
"7504",0.237,1.1,0.027,66,45
"7505",0.236,1.2,0.028,66,44
"7506",0.272,0.9,0.025,64,48
"7507",0.283,0.8,0.025,64,51
"7508",0.309,0.8,0.021,62,53
"7509",0.317,1,0.014,60,56
"7510",0.319,0.4,0.006,58,66
"7511",0.286,0.3,0.006,58,67
"7512",0.26,0.4,0.012,57,67
"7513",0.218,0.8,0.019,59,64
"7514",0.212,0.8,0.018,58,68
"7515",0.215,0.3,0.012,56,74
"7516",0.212,0.2,0.008,55,77
"7517",0.231,0.1,0.002,55,81
"7518",0.245,0.1,0.003,55,79
"7519",0.297,0.2,0.001,55,82
"7520",0.348,0.4,0.002,56,81
"7521",0.384,0.5,0.004,59,76
"7522",0.29,0.4,0.017,65,69
"7523",0.219,0.4,0.031,69,63
"7524",0.191,0.4,0.038,72,63
"7525",0.182,0.4,0.043,74,61
"7526",0.172,0.3,0.043,74,61
"7527",0.175,0.2,0.041,75,62
"7528",0.173,0.2,0.039,75,63
"7529",0.177,0.2,0.036,74,67
"7530",0.206,0.1,0.031,72,72
"7531",0.212,0.1,0.029,72,73
"7532",0.174,0.1,0.029,71,75
"7533",0.161,0.1,0.028,70,76
"7534",0.163,0,0.026,69,77
"7535",0.165,0.1,0.026,69,77
"7536",0.16,0.1,0.025,68,79
"7537",0.164,0,0.023,68,80
"7538",0.158,0,0.024,68,81
"7539",0.137,0.1,0.026,69,80
"7540",0.126,0,0.025,70,81
"7541",0.126,0.1,0.024,70,83
"7542",0.129,0.1,0.023,70,84
"7543",0.15,0,0.02,71,85
"7544",0.173,0,0.016,71,86
"7545",0.206,0.1,0.013,72,85
"7546",0.16,0.1,0.014,76,77
"7547",0.129,0.1,0.019,79,69
"7548",0.134,0.1,0.021,80,66
"7549",0.132,0.1,0.025,83,53
"7550",0.149,0.2,0.031,82,45
"7551",0.153,0.4,0.033,81,35
"7552",0.165,0.3,0.036,80,24
"7553",0.193,0.2,0.035,78,22
"7554",0.205,0.1,0.036,76,20
"7555",0.234,0.1,0.035,74,17
"7556",0.225,0.2,0.034,73,17
"7557",0.233,0.4,0.03,71,18
"7558",0.202,0.2,0.03,69,22
"7559",0.14,0.1,0.029,64,32
"7560",0.135,0,0.027,61,36
"7561",0.138,0,0.026,59,42
"7562",0.13,0,0.027,57,46
"7563",0.127,0,0.028,55,50
"7564",0.128,0,0.026,54,54
"7565",0.145,0,0.017,53,59
"7566",0.17,0,0.013,51,61
"7567",0.215,0,0.005,50,64
"7568",0.234,0.1,0.00614187576039867,51,62
"7569",0.243,0.2,0.01,53,55
"7570",0.211,0.1,0.015,55,49
"7571",0.217,0.1,0.018,57,42
"7572",0.176,0.1,0.027,61,32
"7573",0.177,0,0.029,63,31
"7574",0.167,0.1,0.03460050315523,64,29
"7575",0.162,0,0.0388169372583071,66,25
"7576",0.175,0,0.0401249027322306,66,25
"7577",0.179,0,0.037,66,25
"7578",0.301,0.1,0.022,65,29
"7579",0.649,0.2,0.001,63,34
"7580",0.884,0.5,0,61,38
"7581",0.959,0.7,0,59,44
"7582",1.031,0.9,0,57,48
"7583",0.794,0.5,0,55,52
"7584",0.648,0.4,0,55,53
"7585",0.719,0.5,0,54,59
"7586",0.828,0.7,0,53,63
"7587",0.69,0.5,0,51,65
"7588",0.511,0.2,0,50,63
"7589",0.561,0.5,0,49,69
"7590",0.542,0.8,0,49,75
"7591",0.971,1.9,0,48,81
"7592",0.826,1.7,0,49,73
"7593",0.725,0.8,0.002,51,60
"7594",0.481,0.7,0.013,57,42
"7595",0.264,1.3,0.025,61,31
"7596",0.199,0.6,0.03,64,27
"7597",0.171,0.3,0.036,66,23
"7598",0.156,0.2,0.038,66,25
"7599",0.164,0.2,0.038,65,27
"7600",0.164,0.1,0.038,66,25
"7601",0.195,0.1,0.035,66,26
"7602",0.251,0.2,0.026,62,30
"7603",0.404,0.2,0.008,60,35
"7604",0.505,0.3,0.001,58,42
"7605",0.544,0.2,0.001,57,47
"7606",0.461,0.1,0.003,56,48
"7607",0.485,0.1,0.002,55,47
"7608",0.448,0.1,0.002,55,49
