"","co1","so2","ozone","temp","rh"
"1706",0.165,0,0.025,60,81
"1707",0.165,0,0.024,59,82
"1708",0.174,0,0.02,59,84
"1709",0.173,0,0.02,58,84
"1710",0.204,0,0.016,58,85
"1711",0.243,0.1,0.01,57,88
"1712",0.275,0.1,0.009,57,88
"1713",0.238,0.1,0.01,56,88
"1714",0.243,0.1,0.008,55,92
"1715",0.233,0.1,0.01,56,92
"1716",0.241,0.1,0.013,56,91
"1717",0.236,0.1,0.014,57,90
"1718",0.211,0,0.021,58,86
"1719",0.216,0,0.023,59,84
"1720",0.219,0,0.024,60,81
"1721",0.248,0,0.025,61,79
"1722",0.237,0.1,0.025,61,79
"1723",0.218,0,0.026,60,82
"1724",0.217,0,0.025,59,85
"1725",0.198,0,0.026,59,84
"1726",0.192,0,0.027,59,83
"1727",0.186,0,0.027,59,82
"1728",0.185,0,0.029,58,82
"1729",0.174,0,0.031,58,82
"1730",0.182,0,0.031,57,83
"1731",0.178,0,0.031,57,84
"1732",0.18,0,0.021,57,87
"1733",0.163,0,0.025,58,86
"1734",0.167,0,0.028,58,78
"1735",0.166,0,0.028,58,75
"1736",0.185,0,0.024,58,75
"1737",0.187,0,0.027,59,72
"1738",0.17,0,0.037,61,64
"1739",0.157,0,0.039,63,60
"1740",0.167,0,0.038,62,63
"1741",0.184,0,0.038,62,64
"1742",0.177,0,0.039,61,69
"1743",0.174,0,0.041,62,65
"1744",0.174,0,0.042,61,65
"1745",0.178,0,0.041,61,65
"1746",0.179,0,0.041,61,65
"1747",0.175,0,0.042,60,68
"1748",0.171,6.7762635780344e-21,0.043,60,69
"1749",0.171,1.35525271560688e-20,0.041,59,72
"1750",0.179,0,0.038,58,77
"1751",0.179,0,0.0350966806637887,57,80
"1752",0.18,0,0.0323156032195411,56,84
"1753",0.176,0,0.03,55,89
"1754",0.192,0,0.029,56,86
"1755",0.182,0,0.029,57,79
"1756",0.161,0,0.029,57,77
"1757",0.162,0,0.029,57,78
"1758",0.171,0,0.027,57,80
"1759",0.188,0,0.024,56,84
"1760",0.193,0,0.023,56,87
"1761",0.201,0,0.023,57,85
"1762",0.192,0,0.025,59,79
"1763",0.193,0,0.025,60,77
"1764",0.201,0,0.024,61,76
"1765",0.201,0,0.025,62,73
"1766",0.201,0,0.029,64,66
"1767",0.199,0,0.033,66,61
"1768",0.202,0,0.034,66,63
"1769",0.211,0,0.034,66,62
"1770",0.226,0,0.032,66,62
"1771",0.254,0,0.026,66,63
"1772",0.329,0,0.022,66,64
"1773",0.391,0,0.017,66,66
"1774",0.472,0,0.006,65,69
"1775",0.455,0,0.006,63,73
"1776",0.477,0,0,62,76
"1777",0.41,0,0.002,62,78
"1778",0.394,0.1,0,60,82
"1779",0.433,0.2,0,58,87
"1780",0.474,0.3,0,57,89
"1781",0.496,0.3,0,56,91
"1782",0.431,0.4,0,55,91
"1783",0.526,0.9,0,55,91
"1784",0.637,1,0,55,89
"1785",0.617,1,0.002,59,77
"1786",0.51,0.5,0.006,64,65
"1787",0.246,0,0.023,68,52
"1788",0.194,0,0.033,72,46
"1789",0.189,0,0.038,74,41
"1790",0.172,0,0.046,75,36
"1791",0.186,0,0.05,77,35
"1792",0.194,0.3,0.051,79,34
"1793",0.207,0.5,0.047,79,35
"1794",0.221,0.1,0.046,78,43
"1795",0.225,0.1,0.044,75,48
"1796",0.258,0.1,0.038,74,53
"1797",0.237,0.1,0.037,72,54
"1798",0.228,0.1,0.035,71,56
"1799",0.21,0.6,0.032,70,60
"1800",0.241,0.5,0.023,69,66
"1801",0.262,0.2,0.027,68,71
"1802",0.299,0.1,0.026,68,71
"1803",0.221,0.1,0.019,67,73
"1804",0.218,0.1,0.018,67,76
"1805",0.244,0.2,0.012,67,78
"1806",0.303,0.1,0.007,65,82
"1807",0.325,0.1,0.007,65,85
"1808",0.264,0,0.013,65,83
"1809",0.244,0.1,0.014,67,77
"1810",0.258,0.1,0.018,69,68
"1811",0.255,0.1,0.023,72,60
"1812",0.245,0.1,0.031,76,51
"1813",0.222,0.1,0.04,79,46
"1814",0.184,0.1,0.045,82,42
"1815",0.186,0.1,0.045,82,45
"1816",0.208,0.4,0.036,79,55
"1817",0.223,0.4,0.028,77,59
"1818",0.229,0.3,0.025,77,60
"1819",0.239,0.3,0.022,76,62
"1820",0.27,0.3,0.018,75,65
"1821",0.275,0.2,0.016,74,69
"1822",0.252,0.1,0.016,73,70
"1823",0.266,0.1,0.011,71,69
"1824",0.257,0.1,0.027,70,61
"1825",0.232,0.1,0.028,68,63
"1826",0.222,0.1,0.027,67,64
"1827",0.237,0.1,0.02,65,66
"1828",0.225,0,0.02,63,67
"1829",0.216,0,0.017,61,72
"1830",0.249,0,0.018,60,77
"1831",0.31,0,0.009,59,84
"1832",0.384,0.1,0.005,59,83
"1833",0.39,0.2,0.005,59,81
"1834",0.339,0.2,0.004,59,80
"1835",0.313,0.1,0.008,60,74
"1836",0.319,0.1,0.01,62,71
"1837",0.318,0.1,0.009,62,75
"1838",0.316,0.1,0.011,62,79
"1839",0.29875,0.2,0.019,63,71
"1840",0.2815,0.1,0.026,64,68
"1841",0.26425,0.1,0.03,65,68
"1842",0.247,0.1,0.027,65,68
"1843",0.253,0.1,0.024,65,71
"1844",0.313,0.1,0.017,64,73
"1845",0.564,0.1,0.009,64,75
"1846",0.599,0.1,0.003,63,78
"1847",0.75,0.4,0.001,62,79
"1848",0.686,0.3,0,62,79
"1849",0.456,0.2,0.004,63,79
"1850",0.346,0,0.008,64,77
"1851",0.298,0,0.014,63,77
"1852",0.249,0,0.016,63,82
"1853",0.24,0,0.01,63,86
"1854",0.257,0,0.008,63,88
"1855",0.286,0.1,0.005,63,89
"1856",0.315,0.1,0.004,62,90
"1857",0.342,0.1,0.003,62,91
"1858",0.312,0.1,0.005,62,91
"1859",0.3,0.2,0.005,64,88
"1860",0.295,0.2,0.004,65,87
"1861",0.304,0.2,0.011,68,78
"1862",0.282,0.1,0.015,71,71
"1863",0.305,0.1,0.0145936751409786,72,68
"1864",0.336,0.1,0.014,73,67
"1865",0.335,0.2,0.017,75,64
"1866",0.247,0.1,0.024,76,61
"1867",0.243,0.1,0.023,74,68
"1868",0.257,0.1,0.02,70,80
"1869",0.258,0.1,0.02,68,83
"1870",0.292,0,0.01,66,83
"1871",0.26,0.1,0.006,64,84
"1872",0.241,0,0.007,62,88
"1873",0.221,0,0.008,61,91
"1874",0.209,0,0.01,61,88
"1875",0.197,0,0.013,59,85
"1876",0.205,0,0.013,58,88
"1877",0.219,0,0.01,58,88
"1878",0.245,0,0.006,57,90
"1879",0.252,0,0.007,56,89
"1880",0.28,0,0.008,56,85
"1881",0.284,0,0.01,56,85
"1882",0.274,0,0.012,57,86
"1883",0.316,0,0.006,56,90
"1884",0.289,0,0.008,55,89
"1885",0.267,0,0.01,56,88
"1886",0.265,0,0.011,56,88
"1887",0.267,0,0.013,56,90
"1888",0.273,0,0.012,56,90
"1889",0.302,0,0.013,56,90
"1890",0.328,0,0.011,56,90
"1891",0.335,0,0.01,57,89
"1892",0.314,0,0.012,57,88
"1893",0.308,0,0.008,57,89
"1894",0.28,0,0.009,57,89
"1895",0.291,0,0.005,57,89
"1896",0.353,0,0,56,91
"1897",0.395,0.1,0,56,91
"1898",0.402,0.1,0,56,90
"1899",0.284,0,0.006,56,87
"1900",0.258,0,0.008,56,86
"1901",0.261,0,0.006,56,86
"1902",0.284,0,0.003,56,86
"1903",0.317,0,0,56,86
"1904",0.312,0,0.001,56,85
"1905",0.323,0,0.005,56,83
"1906",0.367,0,0.004,56,86
"1907",0.378,0.1,0.007,58,85
"1908",0.309,0,0.013,59,84
"1909",0.282,0,0.019,61,80
"1910",0.259,0,0.022,63,76
"1911",0.234,0,0.021,62,78
"1912",0.234,0,0.023,62,78
"1913",0.262,0,0.022,62,78
"1914",0.246,0,0.021,62,80
"1915",0.231,0,0.022,60,85
"1916",0.251,0,0.024,59,86
"1917",0.219,0,0.028,57,84
"1918",0.216,0,0.028,56,86
"1919",0.21,0,0.029,55,90
"1920",0.205,0,0.028,54,91
"1921",0.201,0,0.027,54,92
"1922",0.201,0,0.026,54,92
"1923",0.202,0,0.025,54,93
"1924",0.221,0,0.022,54,93
"1925",0.202,0,0.023,54,93
"1926",0.197,0,0.023,54,92
"1927",0.201,0,0.022,54,92
"1928",0.216,0,0.019,54,91
"1929",0.214,0,0.02,55,88
"1930",0.226,0,0.023,56,83
"1931",0.216,0,0.024,57,80
"1932",0.201,0,0.031,59,74
"1933",0.189,0,0.041,62,62
"1934",0.177,0,0.043,64,59
"1935",0.173,0,0.046,67,53
"1936",0.178,0,0.048,68,52
"1937",0.176,0,0.048,69,52
"1938",0.174,0,0.048,69,52
"1939",0.183,0,0.045,68,57
"1940",0.246,0,0.033,66,66
"1941",0.311,0,0.025,64,73
"1942",0.403,0,0.011,62,77
"1943",0.491,0,0.002,61,80
"1944",0.569,0.1,0,60,82
"1945",0.439,0.1,0.005,59,85
"1946",0.224,0,0.017,58,86
"1947",0.183,0,0.02,57,86
"1948",0.183,0,0.018,56,87
"1949",0.205,0,0.017,56,86
"1950",0.278,0,0.007,55,87
"1951",0.345,0.1,0.003,55,88
"1952",0.356,0.4,0.005,56,83
"1953",0.288,0.1,0.016,58,73
"1954",0.221,0.4,0.026,62,64
"1955",0.209,0.5,0.031,65,59
"1956",0.189,0.5,0.036,68,56
"1957",0.185,0.2,0.044,70,53
"1958",0.174,0.1,0.046,73,49
"1959",0.171,0.1,0.048,74,46
"1960",0.18,0.2,0.048,76,44
"1961",0.185,0.3,0.045,76,45
"1962",0.194,0.3,0.044,75,47
"1963",0.21,0.3,0.039,73,53
"1964",0.253,0.2,0.03,71,58
"1965",0.279,0.2,0.024,69,62
"1966",0.294,0.1,0.02,67,64
"1967",0.226,0.1,0.027,67,63
"1968",0.204,0.1,0.024,64,68
"1969",0.177,0.1,0.028,63,68
"1970",0.163,0.2,0.03,63,68
"1971",0.168,0.1,0.025,62,73
"1972",0.17,0,0.023,60,76
"1973",0.181,0,0.023,61,74
"1974",0.237,0,0.014,60,76
"1975",0.305,0.1,0.006,59,80
"1976",0.32,0.2,0.014,63,75
"1977",0.225,0.1,0.029,69,67
"1978",0.2,0.2,0.036,73,61
"1979",0.195,0.3,0.041,75,56
"1980",0.188,0.2,0.044,77,51
"1981",0.186,0.2,0.047,79,48
"1982",0.201,0.2,0.05,81,46
"1983",0.212,0.3,0.051,83,45
"1984",0.206,0.2,0.052,82,47
"1985",0.211,0.2,0.052,82,49
"1986",0.21,0.2,0.052,80,52
"1987",0.223,0.2,0.047,78,58
"1988",0.235,0.3,0.042,75,63
"1989",0.223,0.3,0.04,74,64
"1990",0.219,0.2,0.035,73,66
"1991",0.21,0.1,0.032,71,69
"1992",0.192,0.1,0.03,70,73
"1993",0.179,0.1,0.029,68,77
"1994",0.178,0.1,0.028,67,82
"1995",0.17,0,0.031,66,84
"1996",0.165,0,0.031,67,83
"1997",0.171,0,0.028,66,83
"1998",0.199,0,0.022,65,83
"1999",0.258,0,0.013,63,85
"2000",0.235,0.1,0.017,64,81
"2001",0.205,0.1,0.022,66,74
"2002",0.18,0,0.028,69,67
"2003",0.176,0,0.034,73,58
"2004",0.17,0,0.039,77,48
"2005",0.161,0,0.043,79,45
"2006",0.157,0.1,0.044,81,42
"2007",0.162,0.2,0.046,82,39
"2008",0.169,0.3,0.048,82,38
"2009",0.17,0.4,0.047,82,40
"2010",0.173,0.3,0.043,80,46
"2011",0.185,0.2,0.039,79,53
"2012",0.205,0.2,0.036,77,54
"2013",0.167,0.1,0.041,76,56
"2014",0.156,0.1,0.041,74,60
"2015",0.144,0.2,0.04,73,64
"2016",0.145,0.1,0.035,72,67
"2017",0.164,0.1,0.033,71,69
"2018",0.172,0,0.03,62,83
"2019",0.185,0,0.019,57,76
"2020",0.177,0,0.019,55,74
"2021",0.168,0,0.022,53,72
"2022",0.173,0,0.024,53,71
"2023",0.177,0,0.028,52,69
"2024",0.177,0,0.028,53,68
"2025",0.182,0,0.028,52,68
"2026",0.17,0,0.031,53,64
"2027",0.168,0,0.033,56,56
"2028",0.167,0,0.036,59,50
"2029",0.168,0,0.038,61,42
"2030",0.16,0,0.039,63,34
"2031",0.17,0,0.0401132889172029,65,29
"2032",0.165,0,0.041,65,27
"2033",0.166,0,0.042,66,26
"2034",0.164,0,0.043,65,25
"2035",0.166,0,0.043,64,26
"2036",0.188,0,0.038,62,30
"2037",0.256,0,0.032,60,33
"2038",0.296,0,0.019,58,39
"2039",0.369,0,0.012,57,42
"2040",0.387,0.1,0.001,54,50
"2041",0.384,0.1,0.001,53,53
"2042",0.47,0.2,0,51,65
"2043",0.36,0.2,0.001,51,61
"2044",0.284,0,0.002,50,66
"2045",0.324,0.3,0,49,69
"2046",0.42,0.7,0,49,71
"2047",0.504,0.8,0,49,67
"2048",0.545,0.8,0.002,51,60
"2049",0.451,0.7,0.008,56,46
"2050",0.24,0.2,0.019,60,38
"2051",0.218,0.1,0.029,64,32
"2052",0.186,0,0.0352018713172133,67,28
"2053",0.17,0,0.0397958758089845,67,30
"2054",0.176,0,0.043,68,31
"2055",0.175,0,0.045,68,32
"2056",0.182,0,0.047,69,32
"2057",0.199,0.1,0.046,69,32
"2058",0.195,0.1,0.045,68,33
"2059",0.219,0.1,0.042,66,36
"2060",0.222,0.1,0.039,63,38
"2061",0.228,0,0.038,61,43
"2062",0.226,0.1,0.039,59,46
"2063",0.226,0,0.037,58,51
"2064",0.225,0,0.033,56,54
"2065",0.22,0,0.033,55,52
"2066",0.261,0,0.019,53,62
"2067",0.241,0,0.023,53,61
"2068",0.211,0,0.024,52,61
"2069",0.219,0,0.021,52,62
"2070",0.262,0,0.006,50,70
"2071",0.313,0.1,0.005,50,69
"2072",0.294,0.2,0.017,53,59
"2073",0.231,0.5,0.03,58,45
"2074",0.21,0.3,0.035,63,38
"2075",0.21,0.3,0.038,67,36
"2076",0.209,0.4,0.042,71,33
"2077",0.206,0.5,0.049,75,30
"2078",0.203,0.5,0.053,79,27
"2079",0.191,0.4,0.055,82,24
"2080",0.193,0.4,0.057,83,25
"2081",0.2,0.3,0.06,83,27
"2082",0.226,0.3,0.057,83,28
"2083",0.254,0.2,0.056,80,32
"2084",0.239,0.2,0.046,77,34
"2085",0.226,0.2,0.041,74,36
"2086",0.227,0.3,0.037,73,37
"2087",0.24,0.3,0.0343421733288158,70,41
"2088",0.248,0.2,0.033,69,44
"2089",0.213,0.2,0.035,67,45
"2090",0.205,0.2,0.035,65,50
"2091",0.199,0.2,0.032,63,53
"2092",0.183,0.2,0.034,62,55
"2093",0.187,0.2,0.03,61,60
"2094",0.18,0.2,0.03,60,62
"2095",0.181,0.1,0.027,58,66
"2096",0.184,0.2,0.025,59,64
"2097",0.198,0.3,0.026,62,59
"2098",0.188,0.2,0.031,67,50
"2099",0.179,0.2,0.036,73,44
"2100",0.18,0.1,0.04,76,42
"2101",0.177,0.1,0.042,79,43
"2102",0.174,0.1,0.045,81,40
"2103",0.183,0.2,0.045,83,38
"2104",0.178,0.2,0.048,84,35
"2105",0.179,0.3,0.048,85,33
"2106",0.182,0.5,0.049,84,32
"2107",0.187,0.4,0.045,82,35
"2108",0.219,0.2,0.037,79,42
"2109",0.247,0.4,0.032,77,47
"2110",0.243,0.3,0.03,76,49
"2111",0.205,0.3,0.032,74,52
"2112",0.194,0.2,0.029,72,57
"2113",0.176,0.2,0.029,70,61
"2114",0.171,0.1,0.027,68,65
"2115",0.17,0,0.023,67,67
"2116",0.184,0,0.02,66,71
"2117",0.207,0,0.015,65,76
"2118",0.312,0,0.002,65,78
"2119",0.329,0,0.007,66,77
"2120",0.335,0,0.012,67,77
"2121",0.254,0,0.016,67,78
"2122",0.21,0,0.018,68,76
"2123",0.196,0,0.022,70,70
"2124",0.197,0,0.025,72,69
"2125",0.192,0,0.027,73,66
"2126",0.217,0,0.026,73,67
"2127",0.207,0,0.028,74,64
"2128",0.205,0,0.031,75,63
"2129",0.208,0,0.034,76,60
"2130",0.208,0,0.035,76,61
"2131",0.222,0,0.032,74,66
"2132",0.243,0,0.022,73,71
"2133",0.239,0,0.017,72,75
"2134",0.235,0,0.017,71,78
"2135",0.234,0,0.012,69,82
"2136",0.227,0,0.012,68,84
"2137",0.202,0,0.015,68,83
"2138",0.194,0,0.015,68,82
"2139",0.169,0,0.02,68,82
"2140",0.181,0,0.017,68,82
"2141",0.203,0,0.014,68,82
"2142",0.258,0,0.008,68,84
"2143",0.262,0,0.011,67,84
"2144",0.224,0,0.017,69,80
"2145",0.199,0,0.02,72,70
"2146",0.176,0,0.014,74,67
"2147",0.175,0,0.019,76,62
"2148",0.178,0,0.026,79,56
"2149",0.17,0,0.032,81,52
"2150",0.18,0.2,0.036,83,48
"2151",0.186,0.4,0.038,84,45
"2152",0.191,0.3,0.043,84,44
"2153",0.188,0.2,0.047,84,43
"2154",0.184,0,0.043,82,45
"2155",0.193,0,0.035,79,52
"2156",0.203,0.2,0.032,77,56
"2157",0.198,0.4,0.032,76,58
"2158",0.191,0.4,0.029,74,62
"2159",0.186,0.2,0.027,73,65
"2160",0.174,0.1,0.029,73,67
"2161",0.163,0,0.028,72,70
"2162",0.168,0,0.021,70,74
"2163",0.177,0,0.017,69,77
"2164",0.177,0,0.015,68,80
"2165",0.19,0,0.009,67,85
"2166",0.236,0,0.007,68,86
"2167",0.243,0,0.01,69,85
"2168",0.252,0,0.011,69,87
"2169",0.219,0,0.013,71,82
"2170",0.208,0,0.016,73,75
"2171",0.197,0,0.02,75,70
"2172",0.189,0,0.027,78,61
"2173",0.194,0,0.03,79,58
"2174",0.182,0,0.032,80,55
"2175",0.174,0,0.033,81,52
"2176",0.187,0,0.031,79,55
"2177",0.207,0.1,0.029,78,58
"2178",0.194,0.1,0.031,79,57
"2179",0.212,0.1,0.028,78,61
"2180",0.206,0.1,0.025,76,65
"2181",0.188,0.1,0.027,75,68
"2182",0.165,0,0.029,71,76
"2183",0.16,0,0.026,70,80
"2184",0.159,0,0.023,70,80
"2185",0.154,0,0.023,71,81
"2186",0.154,0,0.023,71,81
"2187",0.151,0,0.024,71,80
"2188",0.15,0,0.025,72,78
"2189",0.162,0,0.023,71,79
"2190",0.183,0,0.02,71,79
"2191",0.197,0,0.019,71,79
"2192",0.205,0,0.02,72,77
"2193",0.188,0,0.021,73,75
"2194",0.176,0,0.023,75,69
"2195",0.171,0,0.027,77,63
"2196",0.174,0,0.029,79,60
"2197",0.1795,0,0.032,81,56
"2198",0.185,0,0.036,83,53
"2199",0.18,0,0.04,84,51
"2200",0.19,0,0.042,85,50
"2201",0.186,0,0.043,85,51
"2202",0.184,0,0.039,83,54
"2203",0.185,0.1,0.035,81,59
"2204",0.2,0,0.031,80,65
"2205",0.184,0.1,0.031,79,67
"2206",0.178,0,0.03,77,71
"2207",0.158,0,0.028,76,74
"2208",0.149,0,0.026,74,76
"2209",0.15,0,0.026,73,76
"2210",0.152,0,0.025,73,76
"2211",0.151,0,0.024,71,78
"2212",0.159,0,0.022,69,80
"2213",0.164,0,0.022,70,81
"2214",0.174,0,0.021,71,80
"2215",0.188,0,0.021,72,79
"2216",0.206,0,0.017,73,76
"2217",0.19,0,0.018,73,75
"2218",0.185,0,0.017,71,62
"2219",0.179,0,0.027,68,52
"2220",0.177,0,0.034,69,47
"2221",0.174,0,0.038,71,46
"2222",0.171,0,0.041,71,45
"2223",0.172,0,0.043,71,43
"2224",0.174,0,0.043,71,41
"2225",0.175,0,0.042,71,41
"2226",0.175,0,0.041,70,40
"2227",0.175,0,0.04,68,40
"2228",0.183,0,0.04,67,41
"2229",0.189,0,0.038,65,44
"2230",0.18,0,0.04,63,43
"2231",0.185,0,0.039,62,45
"2232",0.185,0,0.039,60,48
"2233",0.163,0,0.038,59,49
"2234",0.162,0,0.037,58,46
"2235",0.162,0,0.035,57,48
"2236",0.16,0,0.033,55,48
"2237",0.158,0,0.031,54,50
"2238",0.162,0,0.029,52,51
"2239",0.18,0.1,0.027,51,53
"2240",0.201,0.2,0.027,51,52
"2241",0.186,0.2,0.029,53,46
"2242",0.181,0.1,0.032,56,41
"2243",0.189,0.1,0.035,58,38
"2244",0.184,0,0.04,61,33
"2245",0.176,0,0.044,64,28
"2246",0.169,0,0.046,66,26
"2247",0.166,0,0.048,67,24
"2248",0.172,0,0.048,68,23
"2249",0.172,0,0.047,69,22
"2250",0.175,0,0.046,68,25
"2251",0.182,0,0.044,67,28
"2252",0.222,0.1,0.041,66,30
"2253",0.24,0.2,0.036,65,34
"2254",0.229,0.3,0.036,65,33
"2255",0.216,0.5,0.0336817585577844,64,33
"2256",0.249,0.4,0.031,62,38
"2257",0.264,0.3,0.028,62,45
"2258",0.275,0.2,0.023,61,50
"2259",0.273,0.1,0.019,58,66
"2260",0.231,0.1,0.029,56,80
"2261",0.213,0.1,0.028,55,83
"2262",0.207,0,0.025,54,87
"2263",0.204,0,0.022,53,91
"2264",0.187,0,0.027,52,91
"2265",0.192,0,0.027,52,90
"2266",0.194,0,0.026,53,86
"2267",0.191,0,0.027,54,84
"2268",0.198,0,0.025,55,84
"2269",0.1885,0,0.026,56,81
"2270",0.179,0,0.028,58,79
"2271",0.178,0,0.027,58,83
"2272",0.181,0,0.025,57,84
"2273",0.192,0,0.023,58,85
"2274",0.194,0,0.023,57,88
"2275",0.194,0,0.022,57,89
"2276",0.197,0.1,0.018,57,91
"2277",0.191,0.1,0.015,57,93
"2278",0.18,0,0.013,57,93
"2279",0.187,0,0.01,58,94
"2280",0.192,0,0.011,59,94
"2281",0.183,0,0.011,59,94
"2282",0.185,0,0.01,60,94
"2283",0.179,0,0.009,61,95
"2284",0.185,0,0.008,62,94
"2285",0.206,0.1,0.004,62,94
"2286",0.282,0.1,0.001,63,94
"2287",0.249,0.1,0.005,66,94
"2288",0.211,0.1,0.011,67,91
"2289",0.186,0.1,0.014,69,85
"2290",0.186,0.1,0.017,71,78
"2291",0.172,0,0.022,75,68
"2292",0.165,0,0.026,78,61
"2293",0.156,0,0.03,81,55
"2294",0.146,0,0.033,83,51
"2295",0.16,0.1,0.034,84,49
"2296",0.166,0.2,0.036,83,52
"2297",0.16,0.2,0.038,84,48
"2298",0.158,0.1,0.037,83,51
"2299",0.166,0.2,0.034,81,56
"2300",0.17,0.2,0.03,79,60
"2301",0.161,0.3,0.028,78,65
"2302",0.144,0.2,0.028,76,67
"2303",0.135,0.1,0.026,75,70
"2304",0.133,0.1,0.026,74,72
"2305",0.131,0.1,0.024,73,75
"2306",0.136,0,0.022,72,78
"2307",0.135,0.1,0.021,72,79
"2308",0.14,0.1,0.02,73,79
"2309",0.152,0.1,0.019,73,80
"2310",0.167,0.1,0.015,72,83
"2311",0.178,0.1,0.015,72,82
"2312",0.19,0.1,0.015,72,81
"2313",0.171,0.1,0.018,73,77
"2314",0.166,0,0.021,74,71
"2315",0.164,0,0.027,77,61
"2316",0.155,0,0.03,78,59
"2317",0.162,0,0.031,79,59
"2318",0.161,0.1,0.031,79,59
"2319",0.17,0.1,0.034,80,58
"2320",0.177,0.1,0.038,81,57
"2321",0.167,0.1,0.038,82,54
"2322",0.181,0.1,0.038,83,54
"2323",0.192,0.2,0.035,81,59
"2324",0.211,0.2,0.029,80,63
"2325",0.21,0.2,0.027,78,66
"2326",0.2,0.1,0.026,77,68
"2327",0.163,0.1,0.026,76,69
"2328",0.145,0.1,0.023,75,73
"2329",0.138,0.1,0.023,74,74
"2330",0.138,0.1,0.021,73,75
"2331",0.126,0.1,0.02,71,78
"2332",0.128,0.1,0.018,70,82
"2333",0.142,0.1,0.016,69,84
"2334",0.157,0.1,0.016,69,84
"2335",0.173,0.1,0.016,70,82
"2336",0.178,0.1,0.018,71,80
"2337",0.166,0.1,0.02,72,74
"2338",0.159,0,0.023,75,67
"2339",0.158,0.1,0.026,76,64
"2340",0.16,0.1,0.028,77,62
"2341",0.172,0.1,0.026,76,67
"2342",0.207,0.2,0.02,75,75
"2343",0.208,0.2,0.019,75,76
"2344",0.241,0.2,0.016,74,80
"2345",0.26,0.2,0.013,75,79
"2346",0.209,0.1,0.02,76,76
"2347",0.199,0.1,0.021,76,76
"2348",0.187,0.2,0.021,76,77
"2349",0.172,0.1,0.023,75,76
"2350",0.146,0.1,0.024,75,72
"2351",0.137,0.1,0.024,74,70
"2352",0.13,0.1,0.021,73,73
"2353",0.145,0.1,0.019,73,76
"2354",0.129,0.1,0.019,72,77
"2355",0.139,0.1,0.015,72,78
"2356",0.14,0.1,0.015,70,86
"2357",0.193,0.4,0.011,70,85
"2358",0.158,0.2,0.017,70,82
"2359",0.176,0.1,0.015,70,82
"2360",0.177,0.1,0.016,71,81
"2361",0.177,0.1,0.016,72,78
"2362",0.177,0.1,0.018,74,71
"2363",0.167,0,0.02,76,67
"2364",0.199,0.1,0.016,75,73
"2365",0.174,0.1,0.022,77,66
"2366",0.168,0.1,0.027,80,61
"2367",0.162,0,0.029,82,56
"2368",0.166,0.1,0.032,83,52
"2369",0.181,0.1,0.032,83,54
"2370",0.216,0.2,0.028,82,59
"2371",0.228,0.2,0.028,76,71
"2372",0.203,0.2,0.038,76,45
"2373",0.202,0.2,0.041,74,39
"2374",0.195,0.2,0.042,73,37
"2375",0.169,0.2,0.044,72,35
"2376",0.174,0.2,0.043,70,37
"2377",0.159,0.1,0.037,67,41
"2378",0.16,0.1,0.032,65,39
"2379",0.158,0.1,0.03,62,43
"2380",0.16,0.1,0.03,60,44
"2381",0.166,0.1,0.029,58,48
"2382",0.202,0.1,0.025,57,50
"2383",0.225,0.2,0.023,56,50
"2384",0.228,0.1,0.025,55,51
"2385",0.206,0.1,0.028,55.0783720457712,51.0009645589268
"2386",0.204,0,0.028,56,50
"2387",0.23,0.1,0.029,58,47
"2388",0.225,0.1,0.031,61,43
"2389",0.216,0.1,0.033,63,40
"2390",0.215,0.1,0.038,65,40
"2391",0.226,0.2,0.041,67,37
"2392",0.214,0.2,0.042,69,35
"2393",0.222,0.2,0.042,70,35
"2394",0.219,0.2,0.042,70,37
"2395",0.219,0.2,0.041,69,42
"2396",0.228,0.2,0.037,68,47
"2397",0.274,0.2,0.03,67,52
"2398",0.313,0.1,0.018,64,62
"2399",0.263,0.1,0.025,64,60
"2400",0.253,0.1,0.026,62,63
"2401",0.305,0.1,0.014,59,72
"2402",0.276,0.1,0.012,58,76
"2403",0.235,0,0.018,58,74
"2404",0.239,0,0.018,57,77
"2405",0.249,0.1,0.013,57,79
"2406",0.241,0.1,0.015,57,77
"2407",0.24,0,0.018,57,73
"2408",0.255,0.1,0.016,58,68
"2409",0.226,0.1,0.019,60,66
"2410",0.212,0.1,0.024,64,59
"2411",0.2,0.1,0.03,66,57
"2412",0.214,0,0.035,68,55
"2413",0.256,0.1,0.041,70,52
"2414",0.274,0.1,0.045,74,49
"2415",0.189,0.1,0.045,76,49
"2416",0.188,0.1,0.045,75,52
"2417",0.189,0.2,0.044,75,53
"2418",0.198,0.2,0.045,75,56
"2419",0.215,0.2,0.047,74,57
"2420",0.235,0.166666666666667,0.046,73,55
"2421",0.263,0.133333333333333,0.041,72,54
"2422",0.263,0.1,0.038,71,54
"2423",0.267,0,0.0360743623641612,71,56
"2424",0.283,0,0.0342047886391604,70,62
"2425",0.235,0,0.032,70,67
"2426",0.228,0,0.028,69,71
"2427",0.226,0,0.025,68,76
"2428",0.216,0,0.02,68,79
"2429",0.225,0,0.016,67,83
"2430",0.221,0,0.017,67,82
"2431",0.225,0,0.013,67,84
"2432",0.231,0,0.012,68,84
"2433",0.232,0,0.014,69,82
"2434",0.217,0,0.015,70,80
"2435",0.224,0,0.014,70,82
"2436",0.214,0,0.02,73,75
"2437",0.1485,0,0.027,75,68
"2438",0.083,0,0.029,76,64
